time,Ft
0,0
0.002,-0.0627905195293134
0.004,-0.125333233564304
0.006,-0.187381314585725
0.008,-0.248689887164855
0.01,-0.309016994374947
0.012,-0.368124552684678
0.014,-0.425779291565073
0.016,-0.481753674101715
0.018,-0.535826794978997
0.02,-0.587785252292473
0.022,-0.63742398974869
0.024,-0.684547105928689
0.026,-0.728968627421412
0.028,-0.770513242775789
0.03,-0.809016994374948
0.032,-0.844327925502015
0.034,-0.876306680043864
0.036,-0.90482705246602
0.038,-0.929776485888252
0.04,-0.951056516295154
0.042,-0.968583161128631
0.044,-0.982287250728689
0.046,-0.992114701314478
0.048,-0.998026728428272
0.05,-1
0.052,-0.998026728428272
0.054,-0.992114701314478
0.056,-0.982287250728688
0.058,-0.968583161128631
0.06,-0.951056516295153
0.062,-0.929776485888251
0.064,-0.904827052466019
0.066,-0.876306680043863
0.068,-0.844327925502014
0.07,-0.809016994374947
0.0720000000000001,-0.770513242775788
0.0740000000000001,-0.728968627421411
0.0760000000000001,-0.684547105928688
0.0780000000000001,-0.637423989748689
0.0800000000000001,-0.587785252292472
0.0820000000000001,-0.535826794978995
0.0840000000000001,-0.481753674101714
0.0860000000000001,-0.425779291565071
0.0880000000000001,-0.368124552684676
0.0900000000000001,-0.309016994374945
0.0920000000000001,-0.248689887164853
0.0940000000000001,-0.187381314585722
0.0960000000000001,-0.125333233564302
0.0980000000000001,-0.0627905195293114
0.1,2.09798136933558e-15
0.102,0.0627905195293156
0.104,0.125333233564307
0.106,0.187381314585727
0.108,0.248689887164857
0.11,0.30901699437495
0.112,0.36812455268468
0.114,0.425779291565075
0.116,0.481753674101718
0.118,0.535826794978999
0.12,0.587785252292476
0.122,0.637423989748692
0.124,0.684547105928691
0.126,0.728968627421413
0.128,0.770513242775791
0.13,0.809016994374949
0.132,0.844327925502017
0.134,0.876306680043865
0.136,0.90482705246602
0.138,0.929776485888252
0.14,0.951056516295154
0.142,0.968583161128632
0.144,0.982287250728689
0.146,0.992114701314478
0.148,0.998026728428272
0.15,1
0.152,0.998026728428271
0.154,0.992114701314477
0.156,0.982287250728688
0.158,0.96858316112863
0.16,0.951056516295153
0.162,0.92977648588825
0.164,0.904827052466018
0.166,0.876306680043862
0.168,0.844327925502013
0.17,0.809016994374945
0.172,0.770513242775787
0.174,0.728968627421409
0.176,0.684547105928686
0.178,0.637423989748687
0.18,0.58778525229247
0.182,0.535826794978993
0.184,0.481753674101711
0.186,0.425779291565069
0.188,0.368124552684674
0.19,0.309016994374943
0.192,0.248689887164851
0.194,0.18738131458572
0.196,0.1253332335643
0.198,0.0627905195293088
0.2,-4.19596273867116e-15
0.202,-0.0627905195293181
0.204,-0.125333233564309
0.206,-0.187381314585729
0.208,-0.248689887164859
0.21,-0.309016994374952
0.212,-0.368124552684682
0.214,-0.425779291565077
0.216,-0.48175367410172
0.218,-0.535826794979
0.22,-0.587785252292477
0.222,-0.637423989748693
0.224,-0.684547105928693
0.226,-0.728968627421415
0.228,-0.770513242775793
0.23,-0.80901699437495
0.232,-0.844327925502018
0.234,-0.876306680043866
0.236,-0.904827052466022
0.238,-0.929776485888253
0.24,-0.951056516295155
0.242,-0.968583161128633
0.244,-0.98228725072869
0.246,-0.992114701314479
0.248,-0.998026728428272
0.25,-1
0.252,-0.998026728428271
0.254,-0.992114701314477
0.256,-0.982287250728688
0.258,-0.96858316112863
0.26,-0.951056516295152
0.262,-0.92977648588825
0.264,-0.904827052466017
0.266,-0.876306680043861
0.268,-0.844327925502012
0.27,-0.809016994374944
0.272,-0.770513242775786
0.274,-0.728968627421407
0.276,-0.684547105928685
0.278,-0.637423989748686
0.28,-0.587785252292469
0.282,-0.535826794978991
0.284,-0.48175367410171
0.286,-0.425779291565067
0.288,-0.368124552684673
0.29,-0.309016994374941
0.292,-0.248689887164849
0.294,-0.187381314585719
0.296,-0.125333233564299
0.298,-0.0627905195293081
0.3,6.7380333178568e-15
0.302,0.0627905195293197
0.304,0.12533323356431
0.306,0.18738131458573
0.308,0.248689887164862
0.31,0.309016994374954
0.312,0.368124552684684
0.314,0.425779291565078
0.316,0.481753674101722
0.318,0.535826794979003
0.32,0.587785252292479
0.322,0.637423989748695
0.324,0.684547105928694
0.326,0.728968627421417
0.328,0.770513242775794
0.33,0.809016994374951
0.332,0.844327925502019
0.334,0.876306680043867
0.336,0.904827052466023
0.338,0.929776485888254
0.34,0.951056516295156
0.342,0.968583161128633
0.344,0.98228725072869
0.346,0.992114701314479
0.348,0.998026728428272
0.35,1
0.352,0.998026728428271
0.354,0.992114701314477
0.356,0.982287250728687
0.358,0.968583161128629
0.36,0.951056516295151
0.362,0.929776485888248
0.364,0.904827052466016
0.366,0.87630668004386
0.368,0.84432792550201
0.37,0.809016994374942
0.372,0.770513242775784
0.374,0.728968627421406
0.376,0.684547105928682
0.378,0.637423989748683
0.38,0.587785252292466
0.382,0.53582679497899
0.384,0.481753674101709
0.386,0.425779291565064
0.388,0.36812455268467
0.39,0.309016994374939
0.392,0.248689887164847
0.394,0.187381314585715
0.396,0.125333233564295
0.398,0.0627905195293046
0.4,-8.39192547734231e-15
0.402,-0.0627905195293232
0.404,-0.125333233564314
0.406,-0.187381314585734
0.408,-0.248689887164863
0.41,-0.309016994374955
0.412,-0.368124552684687
0.414,-0.425779291565081
0.416,-0.481753674101723
0.418,-0.535826794979004
0.42,-0.587785252292481
0.422,-0.637423989748697
0.424,-0.684547105928695
0.426,-0.728968627421418
0.428,-0.770513242775796
0.43,-0.809016994374953
0.432,-0.84432792550202
0.434,-0.876306680043868
0.436,-0.904827052466023
0.438,-0.929776485888255
0.44,-0.951056516295157
0.442,-0.968583161128634
0.444,-0.98228725072869
0.446,-0.992114701314479
0.448,-0.998026728428272
0.45,-1
0.452,-0.998026728428271
0.454,-0.992114701314476
0.456,-0.982287250728687
0.458,-0.968583161128629
0.46,-0.95105651629515
0.462,-0.929776485888248
0.464,-0.904827052466015
0.466,-0.876306680043858
0.468,-0.84432792550201
0.47,-0.809016994374941
0.472,-0.770513242775782
0.474,-0.728968627421404
0.476,-0.684547105928681
0.478,-0.637423989748682
0.48,-0.587785252292464
0.482,-0.535826794978987
0.484,-0.481753674101705
0.486,-0.425779291565063
0.488,-0.368124552684668
0.49,-0.309016994374936
0.492,-0.248689887164844
0.494,-0.187381314585714
0.496,-0.125333233564294
0.498,-0.0627905195293012
0.5,1.00458176368278e-14
0.502,0.062790519529323
0.504,0.125333233564314
0.506,0.187381314585735
0.508,0.248689887164865
0.51,0.309016994374959
0.512,0.368124552684689
0.514,0.425779291565083
0.516,0.481753674101725
0.518,0.535826794979005
0.52,0.587785252292481
0.522,0.637423989748697
0.524,0.684547105928695
0.526,0.728968627421418
0.528,0.770513242775797
0.53,0.809016994374954
0.532,0.844327925502021
0.534,0.876306680043869
0.536,0.904827052466024
0.538,0.929776485888255
0.54,0.951056516295157
0.542,0.968583161128634
0.544,0.98228725072869
0.546,0.992114701314479
0.548,0.998026728428272
0.55,1
0.552,0.998026728428271
0.554,0.992114701314476
0.556,0.982287250728687
0.558,0.968583161128629
0.56,0.951056516295151
0.562,0.929776485888247
0.564,0.904827052466014
0.566,0.876306680043858
0.568,0.844327925502009
0.57,0.809016994374941
0.572,0.770513242775782
0.574,0.728968627421404
0.576,0.684547105928681
0.578,0.637423989748682
0.58,0.587785252292462
0.582,0.535826794978986
0.584,0.481753674101704
0.586,0.425779291565061
0.588,0.368124552684667
0.59,0.309016994374936
0.592,0.248689887164844
0.594,0.187381314585714
0.596,0.125333233564294
