time,Ft
0,0
0.002,-0.179517169619959
0.004,-0.359019875961945
0.006,-0.538493656913256
0.008,-0.717924052691644
0.01,-0.897296607010298
0.012,-1.07659686824256
0.014,-1.25581039058627
0.016,-1.43492273522759
0.018,-1.61391947150435
0.02,-1.79278617806867
0.022,-1.97150844404887
0.024,-2.1500718702105
0.026,-2.32846207011646
0.028,-2.50666467128609
0.03,-2.68466531635311
0.032,-2.86244966422239
0.034,-3.04000339122534
0.036,-3.21731219227397
0.038,-3.39436178201338
0.04,-3.57113789597274
0.042,-3.74762629171449
0.044,-3.92381274998191
0.046,-4.09968307584461
0.048,-4.27522309984229
0.05,-4.45041867912629
0.052,-4.62525569859905
0.054,-4.79972007205132
0.056,-4.9737977432971
0.058,-5.14747468730605
0.06,-5.32073691133351
0.062,-5.49357045604781
0.064,-5.66596139665499
0.066,-5.83789584402067
0.068,-6.00935994578904
0.07,-6.18033988749895
0.0720000000000001,-6.35082189369689
0.0740000000000001,-6.52079222904684
0.0760000000000001,-6.69023719943691
0.0780000000000001,-6.85914315308263
0.0800000000000001,-7.02749648162686
0.0820000000000001,-7.19528362123614
0.0840000000000001,-7.36249105369356
0.0860000000000001,-7.52910530748785
0.0880000000000001,-7.69511295889873
0.0900000000000001,-7.86050063307848
0.0920000000000001,-8.02525500512949
0.0940000000000001,-8.18936280117781
0.0960000000000001,-8.35281079944263
0.0980000000000001,-8.51558583130146
0.1,-8.67767478235117
0.102,-8.83906459346454
0.104,-8.99974226184243
0.106,-9.15969484206136
0.108,-9.3189094471165
0.11,-9.47737324945998
0.112,-9.63507348203431
0.114,-9.79199743930106
0.116,-9.94813247826445
0.118,-10.10346601949
0.12,-10.2579855481181
0.122,-10.4116786148722
0.124,-10.5645328370617
0.126,-10.7165358995799
0.128,-10.8676755558961
0.13,-11.0179396290421
0.132,-11.1673160125933
0.134,-11.3157926716443
0.136,-11.4633576437785
0.138,-11.6099990400315
0.14,-11.7557050458495
0.142,-11.9004639220407
0.144,-12.0442640057217
0.146,-12.1870937112562
0.148,-12.3289415311894
0.15,-12.4697960371747
0.152,-12.6096458808943
0.154,-12.7484797949738
0.156,-12.8862865938899
0.158,-13.0230551748715
0.16,-13.1587745187943
0.162,-13.2934336910685
0.164,-13.4270218425201
0.166,-13.5595282102644
0.168,-13.6909421185738
0.17,-13.8212529797373
0.172,-13.9504502949141
0.174,-14.0785236549789
0.176,-14.2054627413611
0.178,-14.3312573268759
0.18,-14.4558972765478
0.182,-14.5793725484282
0.184,-14.7016731944035
0.186,-14.8227893609971
0.188,-14.942711290163
0.19,-15.0614293200722
0.192,-15.1789338858911
0.194,-15.295215520552
0.196,-15.4102648555158
0.198,-15.5240726215271
0.2,-15.6366296493606
0.202,-15.7479268705602
0.204,-15.8579553181695
0.206,-15.966706127454
0.208,-16.0741705366158
0.21,-16.180339887499
0.212,-16.2852056262876
0.214,-16.3887593041946
0.216,-16.4909925781428
0.218,-16.5918972114366
